Time Step,Discharge rate,Sugar feed rate,Soil bean feed rate,Aeration rate,Back pressure,Water injection/dilution,pH,Temperature,Acid flow rate,Base flow rate,Cooling water,Heating water,Vessel Weight,Dissolved oxygen concentration,Yield Per Step
18.39999962,0,77.04632871,25.96698487,60.89723415,0.9093743729,181.4166026,6.458524704,298.3343201,0,95.27770233,397.3056641,0.3450247943,70256.97656,16.27941513,0.3095957047
18.60000038,0,76.97419053,25.96948179,60.8893052,0.9089140416,178.9603547,6.461913109,298.147522,0,112.3671951,329.9003601,0.03450248018,70336.83594,16.2832756,0.3442954864
18.79999924,0,76.86448385,25.97128613,60.89359363,0.9084207617,175.9743027,6.472517014,298.0548096,0,128.098465,279.9923706,0.003450247925,70419.5625,16.2822094,0.3321613289
19,0,76.77109575,25.97252007,60.90241458,0.9081249659,173.8498168,6.484611511,297.9736328,0,139.5876923,254.9412994,0.0003450248041,70504.25,16.28779984,0.3757429773
19.20000076,0,76.71109184,25.97291846,60.91149517,0.9078495657,171.9806678,6.496761799,297.9134216,0,146.257431,229.6858521,9.999999747e-05,70589.99219,16.29075623,0.4121711815
19.39999962,0,76.66520686,25.97312238,60.9206758,0.9076548825,170.6209735,6.507980347,298.8199768,0,148.071579,68.90575409,244.7623596,70675.75,16.29159737,0.4328260015
19.60000038,0,76.66017031,25.97375287,60.888003,0.9081539505,171.8286032,6.516371727,298.5976562,0,145.4015503,378.865387,24.47623634,70761.0625,16.29939842,0.4806874229
19.79999924,0,76.89673543,25.97275779,60.86214845,0.9087383516,176.8135646,6.522191048,298.3822327,0,139.3811493,326.1199036,2.44762373,70846.33594,16.30325699,0.5026136906
20,0,76.79884277,25.973358,60.8884112,0.9084983936,174.9687068,6.525201797,298.2330322,0,131.0325165,275.8725281,0.244762361,70929.57812,16.30023956,0.5303546957
20.20000076,0,76.72941559,25.97382095,60.91023661,0.9083610518,173.8672229,6.524991035,298.1339111,0,121.4805145,240.3469849,0.02447623573,71010.67188,16.29747391,0.5588212532
20.39999962,0,76.69022747,25.97408437,60.92713073,0.9082933672,173.3051656,6.520521641,298.0563354,0,112.0143738,216.0106812,0.002447623527,71089.66406,16.29704094,0.6147701068
20.60000038,0,76.67002514,25.97406791,60.94096949,0.9082311321,172.9201841,6.513568878,298.0095215,0,104.3396454,195.0076447,0.0002447623701,71167,16.29485703,0.6438430136
20.79999924,0,76.65905107,25.97398752,60.95190429,0.9082007981,172.7663616,6.506238461,297.9933472,0,99.44065857,181.5596008,9.999999747e-05,71243.35156,16.29189491,0.6455076705
21,0,76.6569856,25.9738764,60.95911809,0.9082154398,172.8708412,6.496834755,297.9638367,0,97.46699524,176.6799622,9.999999747e-05,71319.1875,16.29606628,0.7288613414
21.20000076,0,76.66047426,25.97341443,60.96378205,0.9081538888,172.6579623,6.490468025,297.9625549,0,99.26044464,166.3764648,9.999999747e-05,71395.41406,16.29438591,0.7226207104
21.39999962,0,76.65808366,25.97339607,60.96602517,0.9081729442,172.7331613,6.48845005,297.9838562,0,103.5840912,164.7990112,9.999999747e-05,71472.63281,16.29332924,0.6941528389
21.60000038,0,76.65738792,25.97349532,60.96584006,0.9082330477,172.916847,6.489206314,298.0037842,0,108.7103043,170.7553101,9.999999747e-05,71550.94531,16.29579735,0.7063632149
21.79999924,0,76.65770073,25.97350648,60.96504256,0.9082629033,172.9072087,6.492228031,298.022522,0,113.5388184,176.8673096,9.999999747e-05,71630.25,16.29788589,0.7196654072
22,0,76.65539488,25.97360168,60.96492106,0.90828685,172.8192747,6.496306896,298.0346375,0,117.1601944,183.3171692,9.999999747e-05,71710.27344,16.30047226,0.747499143
22.20000076,0,76.65194508,25.97369043,60.96621722,0.9082962093,172.6459166,6.501008511,298.0466614,0,119.1536713,188.1983032,9.999999747e-05,71790.67969,16.30162621,0.7641435497
22.39999962,0,76.64714295,25.97385393,60.96922622,0.9083242756,172.5478959,6.504023552,298.0346985,0,119.2678757,193.5603485,9.999999747e-05,71870.98438,16.30617142,0.8446321951
22.60000038,0,76.64230798,25.97382565,60.97473391,0.9083010484,172.2446621,6.506825924,298.0323486,0,118.1835938,191.092041,9.999999747e-05,71951.05469,16.30576515,0.8615201573
22.79999924,0,76.63265326,25.9740538,60.9820655,0.9083337868,172.1810099,6.508199692,298.0246277,0,115.9737473,191.6772003,9.999999747e-05,72030.63281,16.30748367,0.9093248082
23,0,76.62604206,25.9741165,60.99072719,0.9083524812,172.0858787,6.508499622,298.0198975,0,113.2182617,190.2419891,9.999999747e-05,72109.66406,16.30780983,0.9423251299
23.20000076,0,76.6188472,25.97420827,61.00059528,0.9083870686,172.0731627,6.506422997,298.0000305,0,110.3417282,189.5900574,9.999999747e-05,72188.02344,16.31108856,1.0253876
23.39999962,0,76.61280879,25.9740879,61.01137361,0.9083704552,171.8654846,6.505573273,298.0110779,0,108.3003082,183.5189514,9.999999747e-05,72266.08594,16.30764389,0.994314616
23.60000038,0,76.60419428,25.97432785,61.02169407,0.9084457634,172.0336608,6.504685879,298.0267334,0,106.5871735,187.481781,9.999999747e-05,72343.89844,16.30776405,1.004321945
23.79999924,0,76.60237162,25.97430762,61.03203908,0.9085106102,172.1554417,6.503705502,298.0427551,0,105.2330551,193.2127838,9.999999747e-05,72421.5,16.30825615,1.024092437
24,0,76.60127546,25.97424596,61.04282983,0.9085748258,172.2617789,6.502304077,298.0514832,0,104.2712784,199.6255798,9.999999747e-05,72498.9375,16.30997658,1.065469264
24.20000076,0,76.5999106,25.97411535,61.05400262,0.9086159549,172.2579573,6.501284122,298.0630188,0,103.8711624,204.1194916,9.999999747e-05,72576.33594,16.31048203,1.084998665
24.39999962,0,76.59655864,25.97408516,61.06522794,0.9086672747,172.2714336,6.500337124,298.0696106,0,103.8763275,209.9619293,9.999999747e-05,72653.75781,16.31222534,1.122754747
24.60000038,0,76.59317588,25.97400549,61.07656821,0.9086999766,172.184358,6.499762535,298.0750122,0,104.2612534,214.5138397,9.999999747e-05,72731.25781,16.31358719,1.154793905
24.79999924,0,76.58792391,25.97399327,61.08795506,0.9087300779,172.0584163,6.500309944,298.0918579,0,104.8751068,218.9360962,9.999999747e-05,72808.94531,16.31336594,1.1530005
25,0,76.58183571,25.97411153,61.09975297,0.9087942768,172.0317891,6.500305176,298.0907593,0,105.2675171,227.5206451,9.999999747e-05,72886.64844,16.31685448,1.220529227
25.20000076,0,76.57720244,25.97400696,61.1123618,0.9088046701,171.7690518,6.500399113,298.0872192,0,105.6672287,230.4651337,9.999999747e-05,72964.39062,16.31843185,1.262936924
25.39999962,0,76.56751532,25.97408353,61.12541801,0.9088171303,171.4959231,6.49920845,298.0582275,0,106.0273209,232.6533508,9.999999747e-05,73042.04688,16.32307816,1.365667458
25.60000038,0,76.55638666,25.9739955,61.13829996,0.9087533776,170.9255425,6.497209072,298.0167847,0,106.8681793,225.9463959,9.999999747e-05,73119.6875,16.32665253,1.457825931
25.79999924,0,76.53948346,25.97405164,61.14951531,0.9086491435,170.2129766,6.496214867,297.9906311,0,108.5072784,214.0486145,9.999999747e-05,73197.54688,16.32741547,1.492380587
26,0,76.52067039,25.97437194,61.15895906,0.9085790851,169.6177477,6.495674133,297.967041,0,110.5381775,205.9694214,9.999999747e-05,73275.69531,16.32980537,1.546048157
26.20000076,0,76.50554098,25.97460162,61.16753288,0.9085037119,168.9792921,6.494701385,297.934082,0,112.7870483,197.678833,9.999999747e-05,73354.09375,16.33377457,1.629893841
26.39999962,0,76.49167254,25.97474548,61.1747766,0.9083937572,168.2108144,6.495007515,298.702301,0,115.4279938,59.3036499,214.8573608,73432.78125,16.33444786,1.654834498
26.60000038,0,76.44454411,25.97918282,61.22694897,0.9091270002,170.1296366,6.494990826,298.5636597,0,117.940918,322.1130676,21.48573685,73512.19531,16.34661674,1.720386896
26.79999924,0,76.65527859,25.97116984,61.22466753,0.9094165799,171.4247666,6.496038437,298.4069214,0,120.4656754,294.8614197,2.148573637,73592.53125,16.34991074,1.742034521
27,0,76.58863252,25.97270878,61.23462833,0.9091205105,169.5550195,6.49744463,298.27948,0,122.5668716,262.963501,0.2148573548,73672.94531,16.35022354,1.788225062
27.20000076,0,76.52873017,25.97416454,61.24461096,0.9088832337,168.0552036,6.499311447,298.1863708,0,124.107666,235.427536,0.02148573659,73753.41406,16.35029602,1.823083969
27.39999962,0,76.48376598,25.97534582,61.25249428,0.9087120507,166.8873913,6.500936985,298.1131897,0,124.9015045,214.7410736,0.00214857352,73833.80469,16.35119247,1.866996323
27.60000038,0,76.4510862,25.97621123,61.26083571,0.9085902051,165.9584548,6.50312233,298.070282,0,125.0473251,197.1849976,0.0002148573549,73914.10938,16.35060501,1.881096522
27.79999924,0,76.42335691,25.977085,61.27155346,0.9085466182,165.3118256,6.50613308,298.0585632,0,124.3164978,187.1760254,9.999999747e-05,73994.26562,16.34917259,1.870102256
28,0,76.39850967,25.97792451,61.28833511,0.9085913435,164.9234133,6.50881815,298.0589905,0,122.3803329,186.0885315,9.999999747e-05,74074,16.34908867,1.878613009
28.20000076,0,76.37380899,25.97855588,61.31376994,0.9086826548,164.6378804,6.509747982,298.049469,0,119.3738327,188.5187378,9.999999747e-05,74153.00781,16.35115433,1.931420819
28.39999962,0,76.34702924,25.97893673,61.34575424,0.9087623156,164.3082834,6.509305,298.0394897,0,116.0001373,187.4453583,9.999999747e-05,74231.24219,16.35227203,1.971581516
28.60000038,0,76.31630899,25.97935839,61.38078752,0.9088407006,163.997708,6.507759094,298.0313721,0,112.8025131,185.9215851,9.999999747e-05,74308.75781,16.35326385,2.007015225
28.79999924,0,76.28506779,25.97973857,61.41764951,0.9089133457,163.6736098,6.504966259,298.0186462,0,110.2224579,184.6796112,9.999999747e-05,74385.63281,16.35509682,2.054112453
29,0,76.25657494,25.97998592,61.45339761,0.908955536,163.2765717,6.502233505,298.0141602,0,108.7602386,181.5266724,9.999999747e-05,74462.16406,16.35595894,2.079235178
29.20000076,0,76.23053563,25.9803524,61.48604257,0.9089973866,162.8745928,6.498948097,298.0015564,0,108.3868256,180.7710724,9.999999747e-05,74538.47656,16.35858154,2.128570426
